Name,Locality,State,Country,Latitude,Longitude,Room Type,Guest Count,Price,Ratings
Villa Magnolia - on a coffee plantation,Virajpet,Karnataka,KA,12.19751,75.8028,Entire bungalow,8,601,4.42
Ziva villa with a private pool,North Goa,Goa,India,15.499,73.779,Entire home,16,541,4.57
Super Premium Bungalow with Pool | Mahabaleshwar,Mahabaleshwar,Maharashtra,India,17.966,73.663,Entire villa,12,723,0
StayVista at Villa Meer - 6BR w/ Pool & Huge Lawn,Nashik,Maharashtra,India,20.01012,73.66948,Entire villa,16,505,4.25
7BR w/ swimming pool & pool table @ Mehta Mansion,Lonavala,Maharashtra,India,18.75271,73.40711,Private room in villa,16,530,4.33
Belle Vue Cottage - Luxury Victorian Property,Khandala,Maharashtra,India,18.75518,73.3726,Entire bungalow,16,503,4.85
White Escape Sky Villa Penthouse,Bengaluru,Karnataka,India,12.78803,77.66133,Entire rental unit,15,577,4.67
Zen Villa: Luxury 5BHK Farmhouse by Limestays,Zirad,Maharashtra,India,18.75464,72.88832,Entire villa,16,558,4.33
Regal Juhu villa by the beach Chennai.,Chennai,Tamil Nadu,India,12.86294,80.24809,Entire home,10,722,0
976 Panangad,Ernakulam,Kerala,India,9.89654,76.33206,Entire villa,8,661,0
StayVista at Ayurkutir Villa - 9 BR,Lonavala,Maharashtra,India,18.77183,73.39347,Entire villa,16,612,0
"Ultra luxurious Penthouse ,5 star facilities",Gurugram,Haryana,India,28.42572,77.03501,Entire rental unit,10,678,0
Summertime - an award winning luxury villa in Goa,Calangute,Goa,India,15.53583,73.77486,Entire place,7,577,4.73
7 Bedroom Luxury Villa + Private Pool + Beach near,North Goa,Goa,India,15.552,73.767,Entire villa,16,549,4.84
4bhk Luxury FarmVilla,New Delhi,Delhi,India,28.47924,77.15245,Entire villa,8,679,0
"The Rain 4BHK w/Breakfast, Kayaking & Infinty Pool",Alappuzha,Kerala,India,9.54264,76.35528,Entire villa,12,548,4.85
Boutique 6BHK wit PrivatePool-PartyArea in Vagator,Bardez,Goa,India,15.59979,73.73982,Entire villa,16,605,0
6 Room Villa in Britona on the Mandovi River,BARDEZ,Goa,India,15.52367,73.84667,Entire villa,10,722,4.63
8 Rooms | 2 Villas | 1 Private Pool | Fab Views,Sangolda,Goa,India,15.53822,73.81759,Entire villa,16,722,4.67
"Villa 41- 6BR w/Pool, Poker table & Lawn",Lonavala,Maharashtra,India,18.75566,73.39192,Entire villa,16,619,0
7BR Super Luxury Villa • 2 Private Pool • Candolim,Nerul,Goa,India,15.51149,73.78643,Entire villa,16,731,0
4 Bhk Heritage home with big Pool-The Aldona House,Aldona,Goa,India,15.59977,73.87164,Entire home,10,722,4.9
Villa Waves - Bali Beach Villa on ECR near Kovalam,Chennai,Tamil Nadu,India,12.74715,80.24307,Entire villa,6,515,4.94
4BHK PRIVATE POOL + SEA VIEW + CARETAKER -CANDOLIM,Nerul,Goa,India,15.5003,73.79552,Entire villa,12,495,4.31
The Bistendu Resort - Private Boutique Resort 7bhk,Garat Pur Bas,Haryana,India,28.32043,77.02146,Room in boutique hotel,16,490,4.75
Villa Aqua -Luxury Beach villa on ECR near Kovalam,Vadanemmeli,Tamil Nadu,India,12.74755,80.2436,Entire villa,10,722,4.83
Sunscape - Sea view 3bhk luxury apartment,Nerul ,Goa,India,15.50249,73.79117,Entire rental unit,6,692,5.0
Sea View Villa with infinity pool,Nerul,Goa,India,15.50076,73.80018,Entire villa,10,601,5.0
"3BHK, Pvt pool, nr Beach Larisa Candolim Lux Villa",Candolim,Goa,India,15.51254,73.76794,Entire home,9,513,4.77
Luxe Private Pool Sea View villa,Dona Paula Beach,Goa,India,15.45413,73.83351,Entire villa,12,512,4.83
Private Villa with living room and private pool,Mandrem,Goa,Goa,15.66473,73.71201,Entire villa,15,711,3.71
DOLPHIN HEIGHTS 5BHK Sea View Pool Villa Candolim,Reis Magos,Goa,India,15.49681,73.80242,Entire villa,14,498,4.73
Gardenview Aurus Grande - 5BR W/Pool & Pool table,Lonavla,Maharashtra,India,18.76465,73.38206,Entire villa,15,636,4.55
Luxurious 5BHK Villa With a Caretaker in Assagao,Assagao,Goa,India,15.59308,73.77637,Entire villa,15,498,4.88
Indulgent Elegant with Luxury Villa Private Pool,North Goa,Goa,India,15.535,73.767,Entire home,16,775,4.8
Spice Routes Houseboats - Clove,Alappuzha,Kerala,India,9.4925,76.39202,Houseboat,6,698,0
9bedroom premium houseboat,Aryad South,Kerala,India,9.52124,76.35633,Houseboat,16,728,0
VILLA NO 6(nearly a acre plot)with a pool,Candolim,Goa,India,15.526,73.787,Entire villa,13,722,5.0
Chopra Farms Gurgaon-Private 5bhk Farm Villa,Gurgaon,Haryana,India,28.37695,77.07406,Farm stay,16,481,4.86
7BHK Casa-de-Flora Villa with Large private Pool,Saligao,Goa,India,15.54588,73.78839,Entire villa,16,481,0
"Ivy Bridge- Luxurious, Green with Pool & Jacuzzi",Gurgaon,Haryana,India,28.27546,76.85812,Farm stay,14,447,4.5
O'NEST By The Beach 8bhk villa with private pool,Barashiv,Maharashtra,India,18.49095,72.90269,Private room in resort,16,481,0
5 Beds Luxury Private Pool Villa in Khandala,Lonavla,Maharashtra,India,18.77835,73.38543,Entire villa,15,447,4.25
Assagao Luxury Heritage Goan Villa with Pvt Pool,Vagator,Goa,India,15.604,73.752,Entire villa,14,477,4.88
6-10BR Priv. Villa + POOL | B'FAST | STAFF | COOK,Calangute,Goa,India,15.53535,73.7681,Entire villa,16,680,0
"Arabella, 4BR Luxury Pool Villa Near Mandwa Jetty",Alibag,Maharashtra,India,18.791,72.882,Entire villa,16,458,0
Mi Casa by Chazing Purple,Bengaluru,Karnataka,India,13.13812,77.53386,Farm stay,10,481,3.33
Tudor Rose - Swiss chalet with Tudor styled facade,Panchgani,Maharashtra,India,17.92529,73.76488,Entire villa,12,474,4.75
4bhk Sea View Villa @reismagos Candolim,Goa,Goa,India,15.49949,73.7951,Entire home,12,457,0
"Luxury Serviced Beach House on Candolim Beach, Goa",Candolim,Goa,India,15.51924,73.76495,Entire villa,9,480,4.36
Khushana  Villa  by Baywatchstayzz,Chennai,Tamil Nadu,India,12.88,80.24946,Entire villa,8,442,0
Luxe 5 BR heritage pool villa,Assagao,Goa,India,15.601,73.783,Entire villa,10,457,4.75
Jain Farms,Haryana,Haryana,India,28.37241,77.05293,Farm stay,16,447,0
4BR Casa Do Amor Pvt Pool & Breakfast,Goa,Goa,India,15.5421,73.81115,Entire villa,11,480,0
"Birdsong Home, entire bungalow with terrace, deck",Mirik,West Bengal,India,26.88462,88.18305,Entire bungalow,14,457,4.6
LaMaroma | Luxurious villa|Caretaker| Pvt Pool| DG,Vagator,Goa,India,15.5949,73.75217,Entire home,7,477,0
Beautiful Villa for a luxurious stay,Udaipur,Rajasthan,India,24.4972,73.68054,Entire villa,9,421,0
4BR Pvt Pool Villa With Chef - WiFi - North Goa,North Goa,Goa,India,15.55815,73.77549,Entire villa,16,481,0
LaSierra | 3bhk | Cosy Pvt Pool Villa | Breakfast,Anjuna,Goa,India,15.6,73.747,Entire home,7,468,4.88
StayVista @The Lama House 6BR w/Bonfire+Lawn+View,Manali,Himachal Pradesh,India,32.25024,77.17428,Entire villa,16,448,0
"4 LuxuryTents w/ AC, Private Pool, BBQ",Hosur ,Tamil Nadu,India,12.801,77.829,Tent,16,459,0
Private cottages - Beachfront boutique resort,Ashvem Beach,Goa,India,15.64196,73.71895,Hut,14,463,0
Pura Vida II by Hireavilla-3BR w Pool in Anjuna,Anjuna,Goa,India,15.58744,73.74278,Entire villa,9,392,4.79
4BHK Rosette Villa with Private Pool at Candolim,Candolim,Goa,India,15.51186,73.76857,Entire villa,10,457,0
Daaya Luxury Private Pool 3BHK Villa at Assagao,Assagao,Goa,India,15.59817,73.7845,Entire villa,6,451,0
Luxury Cottages | 4 Bedrooms | Scenic Views,Rishikesh,Uttarakhand,India,30.1241,78.30721,Entire cottage,11,449,0
perfect cottage 1 km from mall road,Manali,Himachal Pradesh,India,32.24638,77.18152,Private room in bed and breakfast,12,481,0
4 Bedroom Boutique Farmhouse With Common Pool,Gurugram,Haryana,India,28.27229,76.85969,Entire villa,12,421,4.54
Versova beach sunset with Mumbai coastline view,Mumbai,Maharashtra,India,19.1303,72.81246,Entire condo,4,428,4.8
1BHK AC Room With Swimming pool,Navelim,Goa,India,15.25535,73.9238,Room in serviced apartment,3,722,4.84
Myna Villa I,Kune N.m.,Maharashtra,India,18.76399,73.39248,Entire villa,16,397,3.25
Mangalore Beach House: Villa Elegance,Haleyangadi,Karnataka,India,13.04605,74.78076,Entire villa,16,481,0
Kalpataru Hometel - best AC BNB rooms in malad,Mumbai,Maharashtra,India,19.19027,72.83503,Private room in bed and breakfast,16,481,0
Shivaaz Holiday Farms - Near Mopa Airport Goa,Dodamarg Maharashtra,Maharashtra,India,15.68105,74.05407,Farm stay,16,463,0
Meeram Ganga-Riverside boutique stay in Rishikesh,Rishikesh,Uttarakhand,India,30.10242,78.29796,Room in boutique hotel,16,445,0
4 Bed room boutique villa/ Private Butler,Palampur,Himachal Pradesh,India,32.11185,76.53686,Entire villa,10,460,0
Sea facing Deluxe Suites in Fort Kochi - CGH Earth,Kochi,Kerala,India,9.9695,76.24438,Room in boutique hotel,2,448,0
Luxury five bedroom private houseboat,Alappuzha,Kerala,India,9.46028,76.36189,Boat,15,468,5.0
"BrijRama Palace, Experience Heritage with luxury.",Varanasi,Uttar Pradesh,India,25.30747,83.00868,Room in heritage hotel,2,461,0
Rustik Highland Villa,Khingar,Maharashtra,India,17.90655,73.82809,Entire villa,12,463,0
The Neem Tree Udaipur Boutique Retreat,Udaipur,Rajasthan,India,24.57761,73.68657,Room in boutique hotel,16,481,0
5 Bed Lavish Indoor Pool Villa on Rent near Panvel,Kanthavli,Maharashtra,India,18.89997,73.0476,Entire villa,16,481,0
Casa di Vetro by Lifestyle Villa-4bhk Luxury Villa,Lonavla,Maharashtra,India,18.7836,73.45572,Entire villa,15,393,0
Dear Zindagi Villa !,Penha de França,Goa,India,15.55129,73.81805,Entire villa,10,481,0
"Le Mistral, Kodai - Luxury Villa",Kodaikanal,Tamil Nadu,India,10.26,77.478,Entire home,12,476,4.67
"3BD Pool Villa w/cook,5 Mins to Candolim Beach",Candolim,Goa,India,15.519,73.775,Entire villa,8,416,4.94
LaViola-3bhk Lovely Private Pool Villa with Genset,Anjuna - Vagator,Goa,India,15.603,73.752,Entire home,7,410,4.73
VILLA LOU GOA 1903 Heritage House withPrivate Pool,Verla,Goa,India,15.585,73.793,Entire villa,12,419,5.0
Kothli Hills,Kothali,Uttarakhand,India,30.22123,79.366,Private room in earthen home,10,460,0
"White Banyan - 5 bed, Private pool, Beach access",Candolim,Goa,India,15.51255,73.76818,Entire villa,10,601,4.4
Luxury Villa with personal pool,Jaipur,Rajasthan,India,26.82116,75.70489,Entire villa,6,421,4.33
Spring Gardens & Farmstay Amritsar,Amritsar,Punjab,India,31.693,74.811,Farm stay,16,481,5.0
VILLA HOLLYWOOD WITH PRIVATE POOL & HUGE TERRACE.,Mumbai,Maharashtra,India,19.14991,72.89329,Private room in villa,16,481,0
Madilina House,Puthenvelikara,Kerala,India,10.18,76.236,Entire villa,10,409,4.92
"Jaagar - A Family Retreat in Corbett, Ramnagar",Ramnagar,Uttarakhand,India,29.33,79.049,Room in resort,12,481,4.67
6 BHK Private Pool Villa - Alpine Riverhill Villa,Lonavla,Maharashtra,India,18.76402,73.50148,Entire villa,16,429,0
Blue Infinitum - Pool villa with 180° view of lake,Pawna,Maharashtra,India,18.64502,73.50265,Entire villa,16,434,5.0
"Luxurious 5bhk bunglow ""60 ML Chalet "" Max 35 ppl",Lonavla,Maharashtra,India,18.74584,73.4121,Entire bungalow,15,397,4.83
Luxury Boutique villa w/Pool in North Goa,Parra,Goa,India,15.57267,73.77863,Entire villa,12,421,4.83
"Surabhi Villa, off Airport Road, Bangalore",Bangalore Urban,Karnataka,India,13.18346,77.57569,Entire home,10,481,5.0
Whitehorse Villa,Lonavala,Maharashtra,India,18.76598,73.38261,Entire bungalow,16,419,4.67
Corbett Caravan Holidays in India by RV On,Gurugram,Haryana,India,28.41086,77.11119,Camper/RV,4,481,0
Wedding @ Bungalow with Garden & Pool,Bani Park,Rajasthan,India,26.925,75.801,Castle,16,481,0
Two rooms set with rooftop garden,Agra,Uttar Pradesh,India,27.14421,78.04574,Private room in home,4,481,4.57
Raghu Niwas - Your home in the hills,Mussoorie,Uttarakhand,India,30.45416,78.08309,Room in boutique hotel,16,475,5.0
The Bluedoor Luxury Villa close to Mussoorie,Dehradun,Uttarakhand,India,30.4101,78.06086,Entire vacation home,12,481,0
RAIMAN HOUSE | 2+2BHK Home - by HomestayDaddy,Kasauli,Himachal Pradesh,India,30.89526,77.01681,Entire condo,12,481,0
Luxury at the lap of nature at Anantvilas!,Bhimtal,Uttarakhand,India,29.35864,79.53659,Private room in chalet,6,481,0
Alluring 3 Bedroom Villa in Igatpuri,Igatpuri,Maharashtra,India,19.69109,73.57564,Entire villa,10,481,0
1 Manhattan •luxurious 3 bhk penthouse•,Jaipur,Rajasthan,India,26.89797,75.79371,Entire condo,7,478,3.33
Hilltop's Hashnoor Villa 21,Panchgani,Maharashtra,India,17.91803573643086,73.81090966971647,Entire villa,16,481,0
Rayne Forest - Luxury 5 BR Villa in Kotagiri,Kotagiri,Tamil Nadu,India,11.428272271156654,76.85974584964954,Entire villa,16,471,0
"4x2BHK for weddings, haldi, mehndi, sangeet, 40pax",Bengaluru,Karnataka,India,12.86523,77.58067,Entire condo,16,481,5.0
9BHK || 30PAX || NEAR DELLA || MOUNTAIN VIEW.,Lonavla,Maharashtra,India,18.78225,73.38634,Entire villa,16,479,0
pine peak villa,Kasauli,Himachal Pradesh,India,30.88968,76.96528,Entire villa,16,430,4.9
Costa Verde Seafront Villa with 24x7 Pool,Chennai,Tamil Nadu,India,12.88296,80.2506,Entire home,15,398,4.75
Cameo art house 1,New Delhi,Delhi,India,28.56747,77.16195,Private room in bed and breakfast,2,481,4.8
Luxury 3 BHK Villa w Pvt Pool - 2 mins to beach,Kihim,Maharashtra,India,18.73374,72.867,Entire home,10,436,4.94
The Mangrove Villa,Indore,Madhya Pradesh,India,22.734,75.943,Entire villa,16,430,0
10 Bedrooms in a Resort with a Swimming Pool,Krishnagiri,Tamil Nadu,India,12.80213,77.82934,Private room in resort,16,421,0
"the Inner Temple sanctuary, Moira, Goa",Moira,Goa,India,15.591,73.841,Entire villa,10,412,4.88
Hendrix luxury villa with private pool,Verla,Goa,India,15.58594,73.78018,Entire villa,16,421,4.75
4 bedrooms at Mukteshwar; MIAGO,Shashbani,Uttarakhand,India,29.42878,79.67858,Entire villa,10,481,0
Private Villa in Alibaug-Mazzo Reef,Alibag,Maharashtra,India,18.66683,72.87466,Entire home/apt,4,481,0
Frangipani Villa In Idyllic Laid Back Anjuna Goa,Anjuna,Goa,India,15.583,73.759,Entire villa,6,405,4.86
7 Room Villa,Sheel,Himachal Pradesh,India,31.1483,77.69797,Farm stay,14,467,0
Recently Renovated Bungalow in the Heart of City,Ahmedabad,Gujarat,India,23.071,72.557,Entire bungalow,16,481,4.62
Golden Arch-5 Bedroom Farm House,New Delhi,Delhi,India,28.45914,77.20017,Entire villa,10,481,4.57
"Bahisht, the Heritage pool villa",Lonavla,Maharashtra,India,18.7532,73.3713,Entire villa,8,433,5.0
"4 BHK, A Perfect Luxury Villa, Assagaon-Amanassa 1",Assagao,Goa,India,15.60216,73.78241,Entire villa,10,426,4.8
"De La Mer, 4BR Sea Facing Pool Villa in Nerul, Goa",Nerul,Goa,India,15.50139,73.79628,Entire villa,12,407,0
Resort stay with a Pool for large groups,Krishnagiri,Tamil Nadu,India,12.80346,77.82947,Private room in resort,16,421,4.33
LaZamora-3bhk Lavish Villa with Private Pool,Anjuna,Goa,India,15.60231,73.74936,Entire villa,7,411,0
Pvt pool-villa getaway 200m from Galgibaga beach,Canacona,Goa,India,14.96574,74.04822,Entire villa,7,421,5.0
Jewelz 6 - Luxury Villa in Koregaon Park,Pune,Maharashtra,India,18.537,73.895,Entire bungalow,16,440,4.8
Mingle with the Stars in an Open to Sky Bathroom,Goa,Goa,India,15.535,73.767,Entire home,16,425,4.92
6BHK Opulent Luxury Villa with private pool @ Baga,Arpora,Goa,India,15.55209,73.75725,Entire villa,12,481,0
Dam View Villa 211 (Pure Veg),Pawnanagar,Maharashtra,India,18.69850330302431,73.51855948653653,Farm stay,12,481,0
Swisstown Villa by JadeCaps|Theatre - Long Stays,Sadahalli,Karnataka,India,13.20511,77.63614,Entire villa,12,454,0
"The Croft Manali- Entire Villa, Cottage, Homestay",Vashist,Himachal Pradesh,India,32.283,77.18,Entire cottage,6,472,0
The Baga Villa Private Pool 5BHK,Baga,Goa,India,15.56485,73.74799,Entire villa,15,481,0
Private Luxury Home With Spacious Design,Goa,Goa,India,15.535,73.767,Entire home,14,473,0
"Goan house, opposite ashvem beach, complete privcy",Mandrem,Goa,India,15.65609,73.7169,Entire home,4,445,0
4BHK Villa Belle Vue with Private Pool @Candolim,Candolim,Goa,India,15.51347,73.78744,Entire villa,10,481,0
Luxurious Maharaja Tents near Karjat.Heart Nature.,Karjat.,Maharashtra,India,19.72129,73.02592,Campsite,16,481,0
Baleno Arco Villa,Candolim,Goa,India,15.51779,73.76391,Entire villa,15,481,0
Villa Camelia by The Venya,Hairiya Gaon,Uttarakhand,India,29.37481,79.5608,Entire home,6,457,0
Malsi Loghut Dehradun-Private cottage with Garden,Dehradun,Uttarakhand,India,30.393,78.07247,Private room in bed and breakfast,5,421,4.0
6 BHK Greenwood- A Heritage Bungalow w/ huge lawn,Ooty,Tamil Nadu,India,11.41403,76.69173,Entire villa,16,465,4.73
Lovely wooden cottage at Calungute,Calangute,Goa,India,15.53669,73.7588,Room in boutique hotel,3,455,0
"4 Burj, Jharokha Suits @Castle Oodeypore",Udaipur,Rajasthan,India,24.58588,73.71219,Private room in castle,12,481,0
Gruham By Chazing Purple,Bagalur,Tamil Nadu,India,12.85945,77.87615,Farm stay,10,421,0
"Art Deco Bungalow with private pool, Fort Kochi",Kochi,Kerala,India,9.96183,76.23963,Entire bungalow,6,480,0
Whitehouse by Hireavilla - 3BR w Valley View,Candolim,Goa,India,15.527,73.786,Entire villa,9,399,5.0
Beach Gate Bungalows with private pool - CGH Earth,Kochi,Kerala,India,9.96072,76.23802,Entire home,6,480,0
Casa Amor in Assagao is a 4 bed private pool villa,Vagator,Goa,India,15.59492,73.75086,Entire villa,10,399,0
Luxe 9BHK Villa w/AC Lounge & Terrace in GomtiNgr,Lucknow,Uttar Pradesh,India,26.857,81.001,Entire bungalow,16,397,5.0
Lush Resorts - 9 villas with private pool,Marudanapalli,Tamil Nadu,India,12.5419,77.76,Private room in resort,16,409,0
"5 bed independent villa with pvt. pool, Calangute",North Goa,Goa,India,15.53261,73.7686,Entire home,15,475,0
"Sol Sureno, Assagao - Luxury Private Bungalow",Vagator,Goa,India,15.60502,73.75305,Entire bungalow,12,399,4.9
Aashraya on the Ganga : Himalayan Farmstay Retreat,Uttarakhand,Uttarakhand,India,30.06396,78.5186,Farm stay,12,412,4.5
5 bedroom spacious family home. Centrally located,Lonavala,Maharashtra,India,18.75567,73.40465,Entire villa,16,455,4.5
#Shubham villa available for events#,Mumbai,Maharashtra,India,19.14462,72.79349,Entire bungalow,16,454,0
Pvt Resort with Pool at Nagaon Beach.,Alibag,Maharashtra,India,18.60635,72.90085,Entire vacation home,16,469,0
"Exclusive Beach Villa @ ECR, Chennai.",Kanathur,Tamil Nadu,Tamil Nadu,12.849,80.246,Entire villa,16,430,4.8
Villa Mandrem - luxury 1 acre 5BHK estate,Mandrem,Goa,India,15.67294,73.71444,Entire villa,12,397,0
LaZamora-3bhk Serene Private Pool Villa in Vagator,Anjuna,Goa,India,15.60369,73.74936,Entire home,6,411,0
8 BHK Luxury Villa With Private Pool - Candolim,Candolim,Goa,India,15.52422,73.77366,Entire villa,16,426,0
LaZamora-3bhk Pvt pool villa with garden & terrace,Anjuna,Goa,India,15.6036,73.7503,Entire home,6,411,4.67
White Villa (127) - Amarja Hills,Pawnanagar,Maharashtra,India,18.69732,73.51668,Farm stay,8,421,0
Twin four poster room with view of the City Palace,Udaipur,Rajasthan,India,24.49149,73.58323,Private room in villa,3,421,0
Individual Luxurious 5BHK PrivatePool Villa Anjuna,Anjuna,Goa,India,15.58818,73.75156,Entire villa,15,409,0
Amidst nature a unique & premium 9 bedroom Villa,Lonavala,Maharashtra,India,18.73289,73.36982,Entire villa,16,402,0
LookNoMore 5br Pool Villa Candolim Beach 600m,Candolim,Goa,India,15.53,73.766,Entire villa,13,409,0
6 bedroom Villa AV Lakeside,Lonavla,Maharashtra,India,18.70496,73.44868,Entire villa,15,427,0
Beach Elegance - Sea Side Bungalow,Chennai,Tamil Nadu,India,12.98354,80.26745,Entire villa,16,409,4.75
Sama Farms,Kodaikanal,Tamil Nadu,India,10.25245,77.47624,Farm stay,16,446,0
LaZamora | Jacuzzi | Genset | WI-FI | Anjuna,Anjuna,Goa,India,15.60411,73.75029,Entire home,6,411,5.0
LeChateau - A Heritage French Colonial Estate,Dehradun,Uttarakhand,India,30.39996,78.06553,Entire bungalow,8,409,0
Entire Bungalow in Madh with pvt swimming pool XX2,Mumbai,Maharashtra,India,19.14178,72.80502,Entire bungalow,16,391,0
Near Water Fall 3 BHK With Private Swimming Pool,Morve,Maharashtra,India,18.65139,73.43962,Private room in bungalow,12,421,0
CASA DIOS,Khandala,Maharashtra,India,18.779,73.381,Entire villa,16,476,0
Villa Mystique | Luxury 8BR in Tea Plantations,Kotagiri,Tamil Nadu,India,11.408635879136856,76.89354925622578,Entire villa,16,487,0
Exclusive Palace Stay sleeps 8. The Rani Vilas,Jaipur,Rajasthan,India,26.89796,75.85622,Castle,8,421,4.64
Lonavalalake 7bhk luxury villa with pool,Lonavala,Maharashtra,India,18.74761,73.39841,Entire villa,15,481,0
7 bedrooms # private riverside #serenehome,Kutta,Karnataka,India,11.96295,76.02185,Entire place,16,421,0
Luxury Villa with Private Pool,Puducherry,Puducherry,India,11.918,79.82,Entire home,15,481,0
Brookwood Gardens Swimming Pool Villa 5 BHK,New Delhi,Delhi,India,28.49507,77.13505,Farm stay,16,421,0
"Silver Fern, Homestay near Bhadra Wildlife Santury",Chikkamagaluru,Karnataka,India,13.35488,75.66652,Private room in bed and breakfast,16,425,0
4 BHK SUPER LUXURY APARTMENT @ CANDOLIM,Calangute,Goa,India,15.52981,73.76372,Entire serviced apartment,10,430,0
Red Stone Village Farmstays - Bungalow 1,Diveagar,Karnataka,Maharashtra,18.15195,73.00159,Farm stay,12,421,0
Palatial Palace,Bhilar,Maharashtra,India,17.91247,73.76019,Entire villa,16,481,0
Kundapura Beach stay: AC Deluxe Cottage,Maravanthe,Karnataka,India,13.72748,74.6406,Private room in cottage,3,421,0
LaZamora | Pool | 2.5 KM Beach | WI-FI | Anjuna,Anjuna,Goa,India,15.60248,73.74889,Entire home,6,399,0
"StayVista at Twilight Grove - 4BR w/ BBQ, Pool",Wavarle,Maharashtra,India,18.91837,73.27995,Entire villa,12,410,0
Bungalow with Garden & Terrace Near Nakki Lake,Mount Abu,Rajasthan,India,24.59639,72.71436,Entire home,14,421,0
4BHK Lilac Villa with a private pool @ Candolim,Candolim,Goa,India,15.51391,73.76975,Entire villa,10,421,0
Sparrow Vale Resorts-Entire Property for one group,Thattekad,Kerala,India,10.1069,76.70425,Entire cottage,16,414,0
Serene Garden 3Bed,Candolim,Goa,India,15.51987,73.76753,Entire villa,8,421,0
Emily Heritage villa Nainital,Nainital,Uttarakhand,India,29.38566,79.45323,Entire cottage,12,421,0
Avalon 5 Bedroom Cottage | Mountain View,Kanatal,Uttarakhand,India,30.42662,78.32913,Entire chalet,10,463,4.66
Casa Da Rosa by Hireavilla - 4BR w Private pool,Sangolda,Goa,India,15.54542,73.8132,Entire villa,10,488,4.87
Kapadia Bunglow,Alibag,Maharashtra,India,18.72961,72.88579,Entire bungalow,10,481,4.9
Kahani Paradise by Hireavilla- 6BR Overlooking Sea,Gokarna,Karnataka,India,14.54024,74.33685,Entire villa,3,472,0
Premium 8BR villa w private pool nr candolim beach,Candolim,Goa,India,15.52701,73.76575,Entire villa,16,474,4.67
Serene Seven Frangipanni Villas Anjuna,Anjuna,Goa,India,15.58452,73.74153,Entire home,12,443,5.0
The Mandrem House - 5BHK Luxury Villa with a pool,Mandrem,Goa,India,15.672,73.716,Entire villa,14,440,4.79
Baan Thai - 4 Bedroom Luxurious Villa in Alibag,Satirje,Maharashtra,India,18.73987,72.89868,Entire villa,8,464,4.7
SimBliss Farmhouse with Pool near Delhi & Gurgaon,Gurugram,Haryana,India,28.2908,76.93421,Farm stay,12,472,4.71
BayView 4BR Petfriendly villa Pvtpool,Reis Magos,Goa,India,15.49548,73.80428,Entire villa,8,464,4.72
JenJon Karjat Resort - Casa Rosa,Karjat,Maharashtra,India,18.92626,73.32085,Entire villa,8,394,0
StayVista at Hilltop Haven - 6BR✦Breakfast✦Bonfire,Haripur,Himachal Pradesh,India,32.14635,77.15806,Entire villa,15,433,0
Angel Boat House 4 Bedroom,Alappuzha,Kerala,India,9.50274,76.35192,Houseboat,8,421,0
The Tree House,New Delhi,Delhi,India,28.44201,77.20986,Treehouse,2,469,0
Beautiful Room in Bujera Fort 15 minutes from City,Udaipur,Rajasthan,India,24.5685,73.63485,Private room in villa,3,421,0
3- bedroom Villa with pvt  swimming pool,Goa,Goa,India,15.52667,73.76136,Private room in resort,6,439,0
The Blue Sheep Tirthan,Bini,Himachal Pradesh,India,31.64675,77.34611,Room in hotel,2,421,0
"1BR Luxury Suite Kesarbagh w/Balcony 01 , Jojawar",Jojawar,Rajasthan,India,25.52926,73.75535,Room in boutique hotel,3,409,5.0
Beautiful suite in Bujera viewing the city palace,Udaipur,Rajasthan,India,24.48927,73.58372,Private room in villa,3,421,0
The Orchard at Peora Estates | Royal Suite,Mukhteshwar,Uttarakhand,India,29.46127,79.65691,Private room in bungalow,2,391,0
Three Bedroom Villa with Pool in Udaipur,Chaukariya,Rajasthan,India,24.5219,73.61982,Farm stay,10,394,0
"Luxury Pool Villa, Coconut Lagoon - CGH Earth",Kumarakom,Kerala,India,9.634,76.41762,Room in resort,2,439,0
The Marine Beach Villa,Candolim,Goa,India,15.51548,73.77375,Entire villa,12,433,0
ORGANIC FARM STAY with clay oven in Jaipur,Jaipur,Rajasthan,India,26.99922,75.80218,Farm stay,10,421,0
"The Kothi, village stay, Punjab, India (VILLA)",Nawanpind Sardaran,Punjab,India,31.981,75.399,Farm stay,12,421,4.75
SUNRISEONHILLS will be a perfect place to unwind.,Kodaikanal,Tamil Nadu,India,10.24664,77.47499,Private room in villa,16,421,0
Kundapura Beach stay: AC Sun Cottage,Maravanthe,Karnataka,India,13.725,74.63905,Private room in cottage,2,421,0
3BHK Pool Villa 36 by The Rentalgram,Lonavla,Maharashtra,India,18.76322,73.44223,Entire villa,10,150,4.7
"4BR Riverside Hideaway w/ 2 Pvt Pools, Alleppey",Nedumudy,Kerala,India,9.41887,76.40641,Private room in nature lodge,8,433,0
Udupi Beach House: Seascape,Udupi,Karnataka,India,13.37779,74.69766,Private room in bungalow,10,149,4.83
Alsisar Haveli - A Heritage Home,Jaipur,Rajasthan,India,26.92392,75.80481,Entire serviced apartment,2,132,4.93
Luxury Service Apartments w/Pool in North Goa,Penha de França,Goa,India,15.52005,73.81814,Room in serviced apartment,12,130,4.71
Royal Suite !,Jaipur,Rajasthan,India,26.90123,75.82154,Room in heritage hotel,2,131,4.76
5 Star Luxe Villa North Goa with Olympic size Pool,Vagator,Goa,India,15.6041,73.75412,Entire villa,10,150,4.94
